Make,Model,Year,Engine Fuel Type,Transmission Type,MSRP
Mazda,MX-5 Miata,2015,premium unleaded (recommended),AUTOMATIC,30550
Mazda,MX-5 Miata,2015,premium unleaded (recommended),AUTOMATIC,27505
Mazda,MX-5 Miata,2015,premium unleaded (recommended),MANUAL,26905
Mazda,MX-5 Miata,2015,premium unleaded (recommended),AUTOMATIC,26230
Mazda,MX-5 Miata,2015,premium unleaded (recommended),MANUAL,32205
Mazda,MX-5 Miata,2015,premium unleaded (recommended),AUTOMATIC,32655
Mazda,MX-5 Miata,2015,premium unleaded (recommended),MANUAL,28665
Mazda,MX-5 Miata,2016,premium unleaded (recommended),MANUAL,28600
Mazda,MX-5 Miata,2016,premium unleaded (recommended),AUTOMATIC,26395
Mazda,MX-5 Miata,2016,premium unleaded (recommended),AUTOMATIC,29330
Mazda,MX-5 Miata,2016,premium unleaded (recommended),AUTOMATIC,31270
Mazda,MX-5 Miata,2016,premium unleaded (recommended),MANUAL,30065
Mazda,MX-5 Miata,2016,premium unleaded (recommended),MANUAL,24915
Mazda,MX-6,1995,regular unleaded,MANUAL,2000
Mazda,MX-6,1995,regular unleaded,MANUAL,2000
Mazda,MX-6,1996,regular unleaded,MANUAL,2000
Mazda,MX-6,1996,regular unleaded,MANUAL,2000
Mazda,MX-6,1996,regular unleaded,MANUAL,2000
Mazda,MX-6,1997,regular unleaded,MANUAL,2000
Mazda,MX-6,1997,regular unleaded,MANUAL,2000
Mazda,Navajo,1992,regular unleaded,MANUAL,2000
Mazda,Navajo,1992,regular unleaded,MANUAL,2000
Mazda,Navajo,1992,regular unleaded,MANUAL,2000
Mazda,Navajo,1992,regular unleaded,MANUAL,2000
Mazda,Navajo,1993,regular unleaded,MANUAL,2000
Mazda,Navajo,1993,regular unleaded,MANUAL,2000
Mazda,Navajo,1993,regular unleaded,MANUAL,2000
Mazda,Navajo,1993,regular unleaded,MANUAL,2000
Mazda,Navajo,1994,regular unleaded,MANUAL,2000
Mazda,Navajo,1994,regular unleaded,MANUAL,2000
Mazda,Navajo,1994,regular unleaded,MANUAL,2000
Mazda,Navajo,1994,regular unleaded,MANUAL,2000
Lincoln,Navigator,2015,regular unleaded,AUTOMATIC,65055
Lincoln,Navigator,2015,regular unleaded,AUTOMATIC,67220
Lincoln,Navigator,2015,regular unleaded,AUTOMATIC,61480
Lincoln,Navigator,2015,regular unleaded,AUTOMATIC,63645
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,63195
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,76650
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,69135
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,65560
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,73645
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,74260
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,66770
Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,71260
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,65560
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,71260
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,66770
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,63195
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,69135
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,76645
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,73650
Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,74260
Dodge,Neon,2003,premium unleaded (required),MANUAL,19450
Dodge,Neon,2003,regular unleaded,MANUAL,13030
Dodge,Neon,2003,premium unleaded (required),MANUAL,17085
Dodge,Neon,2003,regular unleaded,MANUAL,15340
Dodge,Neon,2004,regular unleaded,AUTOMATIC,14315
Dodge,Neon,2004,premium unleaded (required),MANUAL,17640
Dodge,Neon,2004,regular unleaded,MANUAL,15800
Dodge,Neon,2004,premium unleaded (required),MANUAL,20450
Dodge,Neon,2004,regular unleaded,MANUAL,13490
Dodge,Neon,2004,regular unleaded,AUTOMATIC,16625
Dodge,Neon,2005,regular unleaded,MANUAL,16110
Dodge,Neon,2005,regular unleaded,MANUAL,13800
Dodge,Neon,2005,premium unleaded (required),MANUAL,20700
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,1999,regular unleaded,MANUAL,2000
Plymouth,Neon,2000,regular unleaded,MANUAL,2000
Plymouth,Neon,2000,regular unleaded,MANUAL,2044
Plymouth,Neon,2001,regular unleaded,MANUAL,12715
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20990
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20525
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20525
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,24315
Volkswagen,New Beetle,2008,regular unleaded,MANUAL,17475
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20990
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,18550
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,24315
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,18550
Volkswagen,New Beetle,2008,regular unleaded,MANUAL,23240
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,25740
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20990
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,25740
Volkswagen,New Beetle,2008,regular unleaded,MANUAL,17475
Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,20990
Volkswagen,New Beetle,2008,regular unleaded,MANUAL,23240
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,25990
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,25990
Volkswagen,New Beetle,2009,regular unleaded,MANUAL,18290
Volkswagen,New Beetle,2009,regular unleaded,MANUAL,18290
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,26990
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,19390
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,19390
Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,26990
Volkswagen,New Beetle,2010,regular unleaded,MANUAL,18690
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,27390
Volkswagen,New Beetle,2010,regular unleaded,MANUAL,18690
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,20390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,19790
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,20390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,27390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,20390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,26390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,19790
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,20390
Volkswagen,New Beetle,2010,regular unleaded,AUTOMATIC,26390
Chrysler,New Yorker,1994,regular unleaded,AUTOMATIC,2000
Chrysler,New Yorker,1995,regular unleaded,AUTOMATIC,2000
Chrysler,New Yorker,1996,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Ninety-Eight,1996,regular unleaded,AUTOMATIC,2000
Dodge,Nitro,2009,regular unleaded,AUTOMATIC,26220
Dodge,Nitro,2009,regular unleaded,AUTOMATIC,24560
Dodge,Nitro,2009,regular unleaded,AUTOMATIC,22240
Dodge,Nitro,2009,regular unleaded,AUTOMATIC,23900
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,23250
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,25750
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,23235
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,26750
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,21590
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,27410
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,28410
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,24895
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,21590
Dodge,Nitro,2010,regular unleaded,AUTOMATIC,23250
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,28995
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,27245
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,27995
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,23995
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,21590
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,26245
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,23235
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,22245
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,24985
Dodge,Nitro,2011,regular unleaded,AUTOMATIC,23340
Acura,NSX,2004,regular unleaded,MANUAL,89000
Acura,NSX,2004,regular unleaded,AUTOMATIC,89000
Acura,NSX,2005,regular unleaded,MANUAL,89000
Acura,NSX,2005,regular unleaded,AUTOMATIC,89000
Acura,NSX,2017,premium unleaded (required),AUTOMATED_MANUAL,156000
Nissan,NV200,2015,regular unleaded,AUTOMATIC,21710
Nissan,NV200,2015,regular unleaded,AUTOMATIC,20720
Nissan,NV200,2016,regular unleaded,AUTOMATIC,21760
Nissan,NV200,2016,regular unleaded,AUTOMATIC,20870
Nissan,NV200,2017,regular unleaded,AUTOMATIC,22230
Nissan,NV200,2017,regular unleaded,AUTOMATIC,21330
Lexus,NX 200t,2015,premium unleaded (required),AUTOMATIC,35880
Lexus,NX 200t,2015,premium unleaded (required),AUTOMATIC,36580
Lexus,NX 200t,2015,premium unleaded (required),AUTOMATIC,37980
Lexus,NX 200t,2015,premium unleaded (required),AUTOMATIC,34480
Lexus,NX 200t,2016,premium unleaded (required),AUTOMATIC,34965
Lexus,NX 200t,2016,premium unleaded (required),AUTOMATIC,37065
Lexus,NX 200t,2016,premium unleaded (required),AUTOMATIC,36365
Lexus,NX 200t,2016,premium unleaded (required),AUTOMATIC,38465
Lexus,NX 200t,2017,premium unleaded (required),AUTOMATIC,38585
Lexus,NX 200t,2017,premium unleaded (required),AUTOMATIC,36485
Lexus,NX 200t,2017,premium unleaded (required),AUTOMATIC,37185
Lexus,NX 200t,2017,premium unleaded (required),AUTOMATIC,35085
Lexus,NX 300h,2015,regular unleaded,AUTOMATIC,39720
Lexus,NX 300h,2015,regular unleaded,AUTOMATIC,41310
Lexus,NX 300h,2016,regular unleaded,AUTOMATIC,41310
Lexus,NX 300h,2016,regular unleaded,AUTOMATIC,39720
Lexus,NX 300h,2017,regular unleaded,AUTOMATIC,39720
Nissan,NX,1991,regular unleaded,MANUAL,2000
Nissan,NX,1991,regular unleaded,MANUAL,2000
Nissan,NX,1992,regular unleaded,MANUAL,2000
Nissan,NX,1992,regular unleaded,MANUAL,2000
Nissan,NX,1993,regular unleaded,MANUAL,2000
Nissan,NX,1993,regular unleaded,MANUAL,2000
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,37775
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,35775
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,28975
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,37375
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,42030
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,44600
Honda,Odyssey,2015,regular unleaded,AUTOMATIC,32275
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,37650
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,32550
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,36050
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,42305
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,44875
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,29400
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,38050
Honda,Odyssey,2016,regular unleaded,AUTOMATIC,33500
Dodge,Omni,1990,regular unleaded,MANUAL,2000
Kia,Optima Hybrid,2015,regular unleaded,AUTOMATIC,32150
Kia,Optima Hybrid,2015,regular unleaded,AUTOMATIC,25990
Kia,Optima Hybrid,2016,regular unleaded,AUTOMATIC,32195
Kia,Optima Hybrid,2016,regular unleaded,AUTOMATIC,25995
Kia,Optima Hybrid,2017,regular unleaded,AUTOMATIC,25995
Kia,Optima Hybrid,2017,regular unleaded,AUTOMATIC,30990
Kia,Optima,2014,regular unleaded,AUTOMATIC,25995
Kia,Optima,2014,regular unleaded,AUTOMATIC,27500
Kia,Optima,2014,regular unleaded,AUTOMATIC,25500
Kia,Optima,2014,regular unleaded,AUTOMATIC,21500
Kia,Optima,2014,regular unleaded,AUTOMATIC,31995
Kia,Optima,2014,regular unleaded,AUTOMATIC,35300
Kia,Optima,2014,regular unleaded,AUTOMATIC,23950
Kia,Optima,2015,regular unleaded,AUTOMATIC,25790
Kia,Optima,2015,regular unleaded,AUTOMATIC,21840
Kia,Optima,2015,regular unleaded,AUTOMATIC,27700
Kia,Optima,2015,regular unleaded,AUTOMATIC,35500
Kia,Optima,2015,regular unleaded,AUTOMATIC,24340
Kia,Optima,2016,regular unleaded,AUTOMATIC,29940
Kia,Optima,2016,regular unleaded,AUTOMATED_MANUAL,24140
Kia,Optima,2016,regular unleaded,AUTOMATIC,25140
Kia,Optima,2016,regular unleaded,AUTOMATIC,22140
Kia,Optima,2016,regular unleaded,AUTOMATIC,36040
Subaru,Outback,2015,regular unleaded,AUTOMATIC,30295
Subaru,Outback,2015,regular unleaded,AUTOMATIC,24895
Subaru,Outback,2015,regular unleaded,AUTOMATIC,25195
Subaru,Outback,2015,regular unleaded,AUTOMATIC,29995
Subaru,Outback,2015,regular unleaded,AUTOMATIC,32995
Subaru,Outback,2015,regular unleaded,AUTOMATIC,26995
Subaru,Outback,2015,regular unleaded,AUTOMATIC,27295
Subaru,Outback,2016,regular unleaded,AUTOMATIC,30695
Subaru,Outback,2016,regular unleaded,AUTOMATIC,33395
Subaru,Outback,2016,regular unleaded,AUTOMATIC,25295
Subaru,Outback,2016,regular unleaded,AUTOMATIC,27695
Subaru,Outback,2016,regular unleaded,AUTOMATIC,27395
Subaru,Outback,2016,regular unleaded,AUTOMATIC,24995
Subaru,Outback,2016,regular unleaded,AUTOMATIC,30395
Subaru,Outback,2017,regular unleaded,AUTOMATIC,35995
Subaru,Outback,2017,regular unleaded,AUTOMATIC,25645
Subaru,Outback,2017,regular unleaded,AUTOMATIC,34995
Subaru,Outback,2017,regular unleaded,AUTOMATIC,27695
Subaru,Outback,2017,regular unleaded,AUTOMATIC,38195
Subaru,Outback,2017,regular unleaded,AUTOMATIC,32390
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,22195
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,21295
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,22695
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,24995
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,22795
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,24195
Mitsubishi,Outlander Sport,2015,regular unleaded,MANUAL,19595
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,20795
Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,23595
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,23995
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,22195
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,22695
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,25395
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,23895
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,22495
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,21295
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,20795
Mitsubishi,Outlander Sport,2016,regular unleaded,MANUAL,19595
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,27395
Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,25995
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,24195
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,22495
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,25695
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,20995
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,27695
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,24195
Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,22695
Mitsubishi,Outlander Sport,2017,regular unleaded,MANUAL,19795
Mitsubishi,Outlander,2015,regular unleaded,AUTOMATIC,26195
Mitsubishi,Outlander,2015,regular unleaded,AUTOMATIC,24195
Mitsubishi,Outlander,2015,premium unleaded (recommended),AUTOMATIC,28195
Mitsubishi,Outlander,2015,regular unleaded,AUTOMATIC,23195
Mitsubishi,Outlander,2016,premium unleaded (recommended),AUTOMATIC,30995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,24995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,26995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,22995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,23995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,25995
Mitsubishi,Outlander,2016,regular unleaded,AUTOMATIC,24995
Mitsubishi,Outlander,2017,premium unleaded (recommended),AUTOMATIC,31695
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,24495
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,24995
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,27495
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,25495
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,26495
Mitsubishi,Outlander,2017,regular unleaded,AUTOMATIC,23495
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,24460
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,33775
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,27600
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,27550
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,35825
Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,30250
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,30310
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,27225
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,34150
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,36195
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,28265
Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,24635
Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,42495
Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,30495
Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,28595
Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,37895
Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,34495
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,200500
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,82800
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,125600
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,93200
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,98300
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,161100
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,141300
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,180300
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,113400
Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,78100
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,161100
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,82800
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,141300
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,200500
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,78100
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,180300
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,80000
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,113400
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,84300
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,93200
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,125600
Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,98300
Buick,Park Avenue,2003,premium unleaded (required),AUTOMATIC,39725
Buick,Park Avenue,2003,regular unleaded,AUTOMATIC,34600
Buick,Park Avenue,2004,premium unleaded (required),AUTOMATIC,40425
Buick,Park Avenue,2004,regular unleaded,AUTOMATIC,35250
Buick,Park Avenue,2005,premium unleaded (required),AUTOMATIC,40730
Buick,Park Avenue,2005,regular unleaded,AUTOMATIC,35555
Rolls-Royce,Park Ward,2001,premium unleaded (required),AUTOMATIC,259900
Rolls-Royce,Park Ward,2002,premium unleaded (required),AUTOMATIC,262990
Toyota,Paseo,1995,regular unleaded,MANUAL,2000
Toyota,Paseo,1996,regular unleaded,MANUAL,2000
Toyota,Paseo,1997,regular unleaded,MANUAL,2000
Toyota,Paseo,1997,regular unleaded,MANUAL,2178
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,26280
Volkswagen,Passat,2015,diesel,AUTOMATED_MANUAL,29125
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,22440
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,22440
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,23995
Volkswagen,Passat,2015,diesel,AUTOMATED_MANUAL,30850
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,31790
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,24375
Volkswagen,Passat,2015,regular unleaded,MANUAL,21340
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,31790
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,26280
Volkswagen,Passat,2015,diesel,AUTOMATED_MANUAL,33925
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,28105
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,24375
Volkswagen,Passat,2015,regular unleaded,MANUAL,26915
Volkswagen,Passat,2015,diesel,MANUAL,27095
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,28115
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,23995
Volkswagen,Passat,2015,premium unleaded (required),AUTOMATIC,35995
Volkswagen,Passat,2015,regular unleaded,MANUAL,26915
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,28105
Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,28115
Volkswagen,Passat,2015,regular unleaded,MANUAL,21340
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,26280
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,34270
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,30495
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,24750
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,24750
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,28410
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,23975
Volkswagen,Passat,2016,premium unleaded (required),AUTOMATED_MANUAL,36835
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,22440
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,23975
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,22440
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,26280
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,28410
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,34270
Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,30495
Volkswagen,Passat,2017,premium unleaded (required),AUTOMATED_MANUAL,29295
Volkswagen,Passat,2017,regular unleaded,AUTOMATIC,27995
Volkswagen,Passat,2017,regular unleaded,AUTOMATIC,22440
Volkswagen,Passat,2017,regular unleaded,AUTOMATIC,23975
Volkswagen,Passat,2017,regular unleaded,AUTOMATIC,30995
Volkswagen,Passat,2017,regular unleaded,AUTOMATIC,25495
Volkswagen,Passat,2017,premium unleaded (required),AUTOMATED_MANUAL,33995
Honda,Passport,2000,regular unleaded,MANUAL,2452
Honda,Passport,2000,regular unleaded,AUTOMATIC,2879
Honda,Passport,2000,regular unleaded,AUTOMATIC,2715
Honda,Passport,2000,regular unleaded,MANUAL,2668
Honda,Passport,2001,regular unleaded,AUTOMATIC,30500
Honda,Passport,2001,regular unleaded,AUTOMATIC,27300
Honda,Passport,2001,regular unleaded,MANUAL,23000
Honda,Passport,2001,regular unleaded,AUTOMATIC,24150
Honda,Passport,2001,regular unleaded,AUTOMATIC,28050
Honda,Passport,2001,regular unleaded,AUTOMATIC,26800
Honda,Passport,2001,regular unleaded,AUTOMATIC,29250
Honda,Passport,2001,regular unleaded,MANUAL,26150
Honda,Passport,2002,regular unleaded,AUTOMATIC,30900
Honda,Passport,2002,regular unleaded,MANUAL,26450
Honda,Passport,2002,regular unleaded,AUTOMATIC,24450
Honda,Passport,2002,regular unleaded,AUTOMATIC,28450
Honda,Passport,2002,regular unleaded,MANUAL,23300
Honda,Passport,2002,regular unleaded,AUTOMATIC,29550
Honda,Passport,2002,regular unleaded,AUTOMATIC,27600
Honda,Passport,2002,regular unleaded,AUTOMATIC,27100
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,29510
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,29780
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,37900
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,41560
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,34830
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,31200
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,34500
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,32810
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,36210
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,33140
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,43250
Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,31470
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,33150
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,38100
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,41610
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,43300
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,29830
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,36410
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,34840
Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,31520
