Make,Model,Year,Engine Fuel Type,Engine HP,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Style,MSRP
Ford,LTD Crown Victoria,1990,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1990,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1990,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Sedan,2000
Ford,LTD Crown Victoria,1990,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Sedan,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Sedan,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Sedan,2000
Ford,LTD Crown Victoria,1991,regular unleaded,150,AUTOMATIC,rear wheel drive,4,Wagon,2000
Ford,Mustang,2015,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Convertible,41800
Ford,Mustang,2015,regular unleaded,300,MANUAL,rear wheel drive,2,Convertible,29300
Ford,Mustang,2015,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Convertible,34800
Ford,Mustang,2015,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,25300
Ford,Mustang,2015,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,46170
Ford,Mustang,2015,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,32300
Ford,Mustang,2015,regular unleaded,300,MANUAL,rear wheel drive,2,Coupe,23800
Ford,Mustang,2015,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,29300
Ford,Mustang,2015,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,36300
Ford,Mustang,2016,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,36395
Ford,Mustang,2016,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,32395
Ford,Mustang,2016,regular unleaded,300,MANUAL,rear wheel drive,2,Coupe,24145
Ford,Mustang,2016,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Convertible,35145
Ford,Mustang,2016,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,29645
Ford,Mustang,2016,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Convertible,41895
Ford,Mustang,2016,regular unleaded,300,MANUAL,rear wheel drive,2,Convertible,29645
Ford,Mustang,2016,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,25645
Ford,Mustang,2017,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,25645
Ford,Mustang,2017,regular unleaded,300,MANUAL,rear wheel drive,2,Coupe,24645
Ford,Mustang,2017,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Coupe,29645
Ford,Mustang,2017,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Convertible,42145
Ford,Mustang,2017,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,36645
Ford,Mustang,2017,premium unleaded (recommended),310,MANUAL,rear wheel drive,2,Convertible,35145
Ford,Mustang,2017,premium unleaded (recommended),435,MANUAL,rear wheel drive,2,Coupe,32645
Ford,Mustang SVT Cobra,1997,regular unleaded,305,MANUAL,rear wheel drive,2,Convertible,3550
Ford,Mustang SVT Cobra,1997,regular unleaded,305,MANUAL,rear wheel drive,2,Coupe,3206
Ford,Mustang SVT Cobra,1998,regular unleaded,305,MANUAL,rear wheel drive,2,Coupe,3654
Ford,Mustang SVT Cobra,1998,regular unleaded,305,MANUAL,rear wheel drive,2,Convertible,4059
Ford,Mustang SVT Cobra,1999,regular unleaded,320,MANUAL,rear wheel drive,2,Coupe,4584
Ford,Mustang SVT Cobra,1999,regular unleaded,320,MANUAL,rear wheel drive,2,Convertible,5193
Ford,Probe,1995,regular unleaded,118,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1995,regular unleaded,118,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1995,regular unleaded,164,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1996,regular unleaded,164,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1996,regular unleaded,118,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1996,regular unleaded,118,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1997,regular unleaded,118,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Probe,1997,regular unleaded,164,MANUAL,front wheel drive,2,2dr Hatchback,2000
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,17990
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,17680
Ford,Ranger,2009,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,21050
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,2,Extended Cab Pickup,22305
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,24255
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,16395
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,2,Extended Cab Pickup,24535
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,18805
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,23575
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,2,Extended Cab Pickup,22985
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,25805
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,17665
Ford,Ranger,2009,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,21675
Ford,Ranger,2009,regular unleaded,207,MANUAL,four wheel drive,2,Extended Cab Pickup,21810
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,17890
Ford,Ranger,2009,regular unleaded,207,MANUAL,rear wheel drive,2,Extended Cab Pickup,20405
Ford,Ranger,2009,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,19080
Ford,Ranger,2010,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,20580
Ford,Ranger,2010,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,23220
Ford,Ranger,2010,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,22485
Ford,Ranger,2010,regular unleaded,207,MANUAL,rear wheel drive,2,Extended Cab Pickup,22155
Ford,Ranger,2010,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,25800
Ford,Ranger,2010,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,19515
Ford,Ranger,2010,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,17820
Ford,Ranger,2010,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,24905
Ford,Ranger,2010,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,18960
Ford,Ranger,2010,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,19105
Ford,Ranger,2010,regular unleaded,207,MANUAL,four wheel drive,2,Extended Cab Pickup,23570
Ford,Ranger,2011,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,18160
Ford,Ranger,2011,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,23495
Ford,Ranger,2011,regular unleaded,207,MANUAL,rear wheel drive,4,Extended Cab Pickup,22640
Ford,Ranger,2011,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,20740
Ford,Ranger,2011,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,26070
Ford,Ranger,2011,regular unleaded,143,MANUAL,rear wheel drive,2,Extended Cab Pickup,19855
Ford,Ranger,2011,regular unleaded,207,MANUAL,four wheel drive,4,Extended Cab Pickup,25060
Ford,Ranger,2011,regular unleaded,207,MANUAL,rear wheel drive,2,Extended Cab Pickup,22425
Ford,Ranger,2011,regular unleaded,143,MANUAL,rear wheel drive,2,Regular Cab Pickup,19120
Ford,Shelby GT350,2015,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,61295
Ford,Shelby GT350,2015,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,47795
Ford,Shelby GT350,2016,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,61295
Ford,Shelby GT350,2016,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,47795
Ford,Shelby GT350,2017,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,61795
Ford,Shelby GT350,2017,premium unleaded (recommended),526,MANUAL,rear wheel drive,2,Coupe,54295
Ford,Shelby GT500,2012,premium unleaded (required),550,MANUAL,rear wheel drive,2,Coupe,48810
Ford,Shelby GT500,2013,premium unleaded (required),662,MANUAL,rear wheel drive,2,Convertible,59200
Ford,Shelby GT500,2013,premium unleaded (required),662,MANUAL,rear wheel drive,2,Coupe,54200
Ford,Shelby GT500,2014,premium unleaded (required),662,MANUAL,rear wheel drive,2,Coupe,55110
Ford,Shelby GT500,2014,premium unleaded (required),662,MANUAL,rear wheel drive,2,Convertible,60110
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,29485
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,27055
Ford,Taurus,2015,premium unleaded (recommended),365,AUTOMATIC,all wheel drive,4,Sedan,40220
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,31335
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,36255
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,34405
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,29540
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,34460
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,27110
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,31390
Ford,Taurus,2016,premium unleaded (recommended),365,AUTOMATIC,all wheel drive,4,Sedan,40275
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,36310
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,36855
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,29775
Ford,Taurus,2017,premium unleaded (recommended),365,AUTOMATIC,all wheel drive,4,Sedan,42520
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,31625
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,AUTOMATIC,all wheel drive,4,Sedan,38705
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,AUTOMATIC,front wheel drive,4,Sedan,27345
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,all wheel drive,4,Wagon,31620
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,all wheel drive,4,Wagon,28880
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,front wheel drive,4,Wagon,29770
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,front wheel drive,4,Wagon,27030
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,all wheel drive,4,Wagon,32600
Ford,Taurus X,2008,regular unleaded,260,AUTOMATIC,front wheel drive,4,Wagon,30750
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,front wheel drive,4,Wagon,32325
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,all wheel drive,4,Wagon,33180
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,all wheel drive,4,Wagon,34175
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,front wheel drive,4,Wagon,31330
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,all wheel drive,4,Wagon,30120
Ford,Taurus X,2009,regular unleaded,263,AUTOMATIC,front wheel drive,4,Wagon,28270
Ford,Tempo,1992,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1992,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1992,regular unleaded,140,MANUAL,front wheel drive,2,Coupe,2000
Ford,Tempo,1992,regular unleaded,96,MANUAL,front wheel drive,2,Coupe,2000
Ford,Tempo,1992,regular unleaded,140,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1993,regular unleaded,96,MANUAL,front wheel drive,2,Coupe,2000
Ford,Tempo,1993,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1993,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1994,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Tempo,1994,regular unleaded,96,MANUAL,front wheel drive,2,Coupe,2000
Ford,Tempo,1994,regular unleaded,96,MANUAL,front wheel drive,4,Sedan,2000
Ford,Thunderbird,2003,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,40355
Ford,Thunderbird,2003,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,36815
Ford,Thunderbird,2003,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,37855
Ford,Thunderbird,2003,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,39310
Ford,Thunderbird,2004,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,37435
Ford,Thunderbird,2004,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,38480
Ford,Thunderbird,2005,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,38355
Ford,Thunderbird,2005,premium unleaded (required),280,AUTOMATIC,rear wheel drive,2,Convertible,39415
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,26710
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23330
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25185
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22330
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,24710
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22330
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23855
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24855
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,26710
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,29185
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25185
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24855
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23330
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,24710
Ford,Transit Connect,2015,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23855
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22675
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25300
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,24825
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,26825
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,24825
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24200
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,26825
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22675
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,29300
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23675
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25300
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24200
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,25200
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,25200
Ford,Transit Connect,2016,regular unleaded,169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23675
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23900
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25585
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,27590
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24425
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,30215
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25585
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,25425
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,28215
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25590
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,27590
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22900
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,25425
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,24425
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Passenger Minivan,25590
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,23900
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,AUTOMATIC,front wheel drive,4,Cargo Minivan,22900
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35430
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,40830
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,36070
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,33920
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,39080
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,33770
Ford,Transit Wagon,2015,premium unleaded (recommended),310,AUTOMATIC,rear wheel drive,3,Passenger Van,43795
Ford,Transit Wagon,2015,premium unleaded (recommended),310,AUTOMATIC,rear wheel drive,3,Passenger Van,42295
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,32270
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,37420
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,37580
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,37570
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,33930
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,32420
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35920
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,39330
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,36825
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,39580
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,34635
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,39735
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,36975
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,34470
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,41030
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,34620
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,38270
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,33325
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,38285
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,33175
Ford,Transit Wagon,2016,premium unleaded (recommended),310,AUTOMATIC,rear wheel drive,3,Passenger Van,43995
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35930
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,38120
Ford,Transit Wagon,2016,premium unleaded (recommended),310,AUTOMATIC,rear wheel drive,3,Passenger Van,42700
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,34515
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,38015
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,34365
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35810
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,39310
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,40770
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,42075
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,43370
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,37120
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,39475
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35660
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275,AUTOMATIC,rear wheel drive,3,Passenger Van,35825
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,42220
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,39460
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,38165
Ford,Transit Wagon,2017,regular unleaded,275,AUTOMATIC,rear wheel drive,3,Passenger Van,40925
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,31115
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,25000
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,27435
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,3,Passenger Minivan,22185
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,28595
Ford,Windstar,2001,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,33765
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,28900
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,27460
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,26375
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,31630
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,34040
Ford,Windstar,2002,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,22340
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,27870
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,23070
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,26315
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,29230
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,34825
Ford,Windstar,2003,regular unleaded,200,AUTOMATIC,front wheel drive,4,Passenger Minivan,31835
Ford,Windstar Cargo,2001,regular unleaded,200,AUTOMATIC,front wheel drive,3,Cargo Minivan,20220
Ford,Windstar Cargo,2002,regular unleaded,200,AUTOMATIC,front wheel drive,3,Cargo Minivan,20585
Ford,Windstar Cargo,2003,regular unleaded,200,AUTOMATIC,front wheel drive,3,Cargo Minivan,21075
GMC,Acadia,2015,regular unleaded,281,AUTOMATIC,front wheel drive,4,4dr SUV,33975
GMC,Acadia,2015,regular unleaded,281,AUTOMATIC,front wheel drive,4,4dr SUV,40820
